budget_year,account_type,department,fund_code,account_category,amount,fund_type
2017,Expense,Metro Area Bldg & Construction,1400,,353.29,100
2017,Expense,Metro Area Bldg & Construction,1401,,568.04,100
2017,Expense,Metro Area Bldg & Construction,1403,,69.27,100
2017,Expense,Metro Area Bldg & Construction,1404,,9.24,100
2017,Expense,Metro Area Bldg & Construction,1405,,1135.17,100
2017,Expense,Metro Area Bldg & Construction,1406,,18.1,100
2017,Expense,Metro Area Bldg & Construction,2203,,0.2,100
2017,Expense,Metro Area Bldg & Construction,2207,,155.4,100
2017,Expense,Metro Area Bldg & Construction,2401,,10.6,100
2017,Expense,Metro Area Bldg & Construction,2700,,163.2,100
2017,Expense,Metro Area Bldg & Construction,2917,,57.4,100
2017,Expense,Metro Area Bldg & Construction,3103,,11,100
2017,Expense,Metro Area Bldg & Construction,3405,,36.84,100
2017,Expense,Metro Area Bldg & Construction,3500,,3,100
2017,Expense,Metro Area Bldg & Construction,3808,,3.93,100
2017,Expense,Police Department,2601,,18.95,100
2017,Expense,Police Department,2700,,488.4,100
2017,Expense,Police Department,2703,,120,100
2017,Expense,Police Department,2799,,60,100
2017,Expense,Police Department,2904,,2,100
2017,Expense,Police Department,2906,,3.45,100
2017,Expense,Police Department,2917,,60,100
2017,Expense,Police Department,2922,,2.56,100
2017,Expense,Police Department,3101,,0.5,100
2017,Expense,Police Department,3103,,60,100
2017,Expense,Police Department,3405,,81.16,100
2017,Expense,Police Department,3499,,30,100
2017,Expense,Police Department,3803,,20,100
2017,Expense,Police Department,3808,,42,100
2017,Expense,Police Department,3810,,180,100
2017,Expense,Police Department,3902,,20,100
2017,Expense,Police Department,3999,,45,100
2017,Expense,Police Department,1100,,2196.99,100
2017,Expense,Police Department,1101,,22.2,100
2017,Expense,Police Department,1190,,9.76,100
2017,Expense,Police Department,1204,,7,100
2017,Expense,Police Department,1208,,6,100
2017,Expense,Police Department,1400,,64.37,100
2017,Expense,Police Department,1401,,63.86,100
2017,Expense,Police Department,1402,,326.4,100
2017,Expense,Police Department,1403,,41.05,100
2017,Expense,Police Department,1404,,4.44,100
2017,Expense,Police Department,1405,,216.76,100
2017,Expense,Park,3301,,76.8,100
2017,Expense,Metro Area Bldg & Construction,3812,,50,100
2017,Expense,Police Department,1406,,8.79,100
2017,Expense,Police Department,1190,,3.7,100
2017,Expense,Public Works & Utilities,1403,,52.63,605
2017,Expense,Public Works & Utilities,2806,,6.5,100
2017,Expense,Park,3400,,3.2,100
2017,Expense,Public Works & Utilities,2600,,85.41,100
2017,Expense,Non Departmental,3103,,3.6,100
2017,Expense,Non Departmental,3999,,67.02,100
2017,Expense,Non Departmental,2599,,900,100
2017,Expense,Non Departmental,2599,,750,100
2017,Expense,Non Departmental,2599,,7750,100
2017,Expense,Non Departmental,2906,,2703.4,100
2017,Expense,Non Departmental,2304,,609.3,100
2017,Expense,Non Departmental,2308,,6,100
2017,Expense,Non Departmental,2505,,37,100
2017,Expense,Non Departmental,2599,,6,100
2017,Expense,Non Departmental,2600,,17.74,100
2017,Expense,Non Departmental,2917,,76.76,100
2017,Expense,Non Departmental,3903,,40,100
2017,Expense,Non Departmental,3999,,107.2,100
2017,Expense,Non Departmental,2599,,472,100
2017,Expense,Non Departmental,2999,,20,100
2017,Expense,Non Departmental,3999,,208,100
2017,Expense,Non Departmental,2599,,32,100
2017,Expense,Non Departmental,3903,,25,100
2017,Expense,Non Departmental,3904,,18,100
2017,Expense,Non Departmental,3999,,75,100
2017,Expense,Public Works & Utilities,1406,,27.71,100
2017,Expense,Public Works & Utilities,1499,,1771.98,100
2017,Expense,Public Works & Utilities,2200,,13.68,100
2017,Expense,Public Works & Utilities,2201,,31.05,100
2017,Expense,Public Works & Utilities,2203,,2,100
2017,Expense,Public Works & Utilities,2207,,2.5,100
2017,Expense,Public Works & Utilities,2214,,4.2,100
2017,Expense,Park,1401,,323.72,100
2017,Expense,Park,1403,,59.49,100
2017,Expense,Park,1404,,5.72,100
2017,Expense,Park,1405,,887.77,100
2017,Expense,Park,1406,,10.32,100
2017,Expense,Park,1500,,1157.93,100
2017,Expense,Park,2104,,136.29,100
2017,Expense,Park,2200,,1.14,100
2017,Expense,Park,2216,,0.84,100
2017,Expense,Park,2299,,1.87,100
2017,Expense,Park,2302,,5,100
2017,Expense,Park,2401,,5,100
2017,Expense,Park,2500,,1,100
2017,Expense,Park,2502,,3,100
2017,Expense,Park,2600,,15.37,100
2017,Expense,Park,2700,,100.8,100
2017,Expense,Park,2702,,0.5,100
2017,Expense,Park,2799,,0.5,100
2017,Expense,Park,2899,,2.5,100
2017,Expense,Park,2902,,0.4,100
2017,Expense,Park,2917,,2,100
2017,Expense,Park,2999,,6.25,100
2017,Expense,Park,3101,,2.5,100
2017,Expense,Park,3103,,0.33,100
2017,Expense,Park,3299,,0.2,100
2017,Expense,Park,3399,,2,100
2017,Expense,Park,3400,,20,100
2017,Expense,Park,3402,,2,100
2017,Expense,Park,1190,,16.47,100
2017,Expense,Park,1204,,1.5,100
2017,Expense,Park,1208,,6,100
2017,Expense,Park,1400,,197.03,100
2017,Expense,Park,1401,,316.79,100
2017,Expense,Park,1403,,53.31,100
2017,Expense,Park,1404,,5.15,100
2017,Expense,Park,1405,,552.88,100
2017,Expense,Park,1406,,10.1,100
2017,Expense,Park,3405,,107.17,100
2017,Expense,Police Department,2200,,39.06,100
2017,Expense,Public Works & Utilities,2505,,600,540
2017,Expense,Public Works & Utilities,2514,,4,540
2017,Expense,Public Works & Utilities,2516,,950,540
2017,Expense,Public Works & Utilities,2519,,11,540
2017,Expense,Public Works & Utilities,2599,,1000,540
2017,Expense,Public Works & Utilities,2600,,429.79,540
2017,Expense,Public Works & Utilities,2700,,1600,540
2017,Expense,Public Works & Utilities,2702,,1000,540
2017,Expense,Public Works & Utilities,2703,,45,540
2017,Expense,Public Works & Utilities,2705,,500,540
2017,Expense,Park,1400,,196.51,100
2017,Expense,Park,1401,,315.96,100
2017,Expense,Park,1403,,53.17,100
2017,Expense,Park,1404,,5.14,100
2017,Expense,Park,1405,,593.46,100
2017,Expense,Park,1406,,10.03,100
2017,Expense,Park,1500,,1007.59,100
2017,Expense,Park,2214,,16.8,100
2017,Expense,Park,2505,,23047.04,100
2017,Expense,Park,2600,,62.39,100
2017,Expense,Park,2700,,144,100
2017,Expense,Park,3405,,98.04,100
2017,Expense,Park,1100,,1245.02,100
2017,Expense,Park,1101,,20.4,100
2017,Expense,Public Works & Utilities,3515,,15,605
2017,Expense,Public Works & Utilities,3599,,22.5,605
2017,Expense,Public Works & Utilities,3700,,450,605
2017,Expense,Public Works & Utilities,3800,,1750,605
2017,Expense,Public Works & Utilities,2301,,12.5,100
2017,Expense,Public Works & Utilities,2302,,7.5,100
2017,Expense,Public Works & Utilities,2303,,7.5,100
2017,Expense,Public Works & Utilities,2308,,1,100
2017,Expense,Public Works & Utilities,2310,,1,100
2017,Expense,Public Works & Utilities,2399,,1,100
2017,Expense,Public Works & Utilities,2506,,1,100
2017,Expense,Public Works & Utilities,2507,,52,100
2017,Expense,Public Works & Utilities,2519,,0.5,100
2017,Expense,Public Works & Utilities,2599,,0.75,100
2017,Expense,Public Works & Utilities,2600,,5572.87,100
2017,Expense,Public Works & Utilities,2601,,1.5,100
2017,Expense,Public Works & Utilities,2701,,1,100
2017,Expense,Public Works & Utilities,2917,,30,100
2017,Expense,Public Works & Utilities,3103,,27.5,100
2017,Expense,Public Works & Utilities,3804,,6,100
2017,Expense,Public Works & Utilities,3805,,2.5,100
2017,Expense,Public Works & Utilities,3903,,1,100
2017,Expense,Public Works & Utilities,3904,,2.5,100
2017,Expense,Public Works & Utilities,2100,,45807.33,100
2017,Expense,Public Works & Utilities,2505,,12.5,100
2017,Expense,Public Works & Utilities,2599,,600,100
2017,Expense,Public Works & Utilities,3400,,35,100
2017,Expense,Public Works & Utilities,3407,,110,100
2017,Expense,Public Works & Utilities,3499,,1,100
2017,Expense,Public Works & Utilities,3500,,25,100
2017,Expense,Public Works & Utilities,3599,,40,100
2017,Expense,Public Works & Utilities,3700,,35,100
2017,Expense,Park,3406,,2,100
2017,Expense,Park,3499,,20,100
2017,Expense,Park,3500,,7.41,100
2017,Expense,Park,3599,,10,100
2017,Expense,Park,3700,,0.5,100
2017,Expense,Park,3800,,6.61,100
2017,Expense,Park,3807,,150,100
2017,Expense,Park,3899,,5,100
2017,Expense,Park,3902,,0.5,100
2017,Expense,Park,3999,,15.12,100
2017,Expense,Park,1100,,894.89,100
2017,Expense,Park,1101,,30.6,100
2017,Expense,Park,1190,,8.63,100
2017,Expense,Park,1204,,3,100
2017,Expense,Park,1400,,70.8,100
2017,Expense,Park,1401,,113.83,100
2017,Expense,Park,1403,,19.16,100
2017,Expense,Park,1404,,1.85,100
2017,Expense,Park,1405,,324.94,100
2017,Expense,Park,1406,,3.58,100
2017,Expense,Park,1500,,389.57,100
2017,Expense,Park,2700,,55.2,100
2017,Expense,Park,3399,,160,100
2017,Expense,Park,3405,,33.17,100
2017,Expense,Park,1100,,20427.82,100
2017,Expense,Park,1101,,210.24,100
2017,Expense,Park,1190,,118.26,100
2017,Expense,Park,1200,,539.11,100
2017,Expense,Public Works & Utilities,1190,,14.32,605
2017,Expense,Public Works & Utilities,1230,,550,605
2017,Expense,Public Works & Utilities,1400,,169.17,605
2017,Expense,Public Works & Utilities,1401,,272,605
2017,Expense,Public Works & Utilities,1100,,1028.37,100
2017,Expense,Park,1204,,81,100
2017,Expense,Public Works & Utilities,1101,,22.32,100
2017,Expense,Public Works & Utilities,1190,,5.71,100
2017,Expense,Public Works & Utilities,1204,,3,100
2017,Expense,Public Works & Utilities,1208,,6,100
2017,Expense,Public Works & Utilities,1400,,80.38,100
2017,Expense,Public Works & Utilities,1401,,129.23,100
2017,Expense,Public Works & Utilities,1403,,25.01,100
2017,Expense,Public Works & Utilities,1404,,2.1,100
2017,Expense,Public Works & Utilities,1405,,317.27,100
2017,Expense,Public Works & Utilities,1406,,4.11,100
2017,Expense,Public Works & Utilities,2200,,3.42,100
2017,Expense,Public Works & Utilities,2201,,8.1,100
2017,Expense,Public Works & Utilities,2216,,0.84,100
2017,Expense,Public Works & Utilities,2401,,13.5,100
2017,Expense,Public Works & Utilities,2505,,40,100
2017,Expense,Public Works & Utilities,2600,,23.1,100
2017,Expense,Public Works & Utilities,2700,,104.4,100
2017,Expense,Public Works & Utilities,2702,,20,100
2017,Expense,Public Works & Utilities,2708,,4,100
2017,Expense,Public Works & Utilities,2803,,200,100
2017,Expense,Public Works & Utilities,2804,,10,100
2017,Expense,Public Works & Utilities,2917,,0.5,100
2017,Expense,Public Works & Utilities,3200,,2,100
2017,Expense,Public Works & Utilities,3400,,2.4,100
2017,Expense,Public Works & Utilities,3499,,90,100
2017,Expense,Public Works & Utilities,3500,,2,100
2017,Expense,Public Works & Utilities,3700,,17.5,100
2017,Expense,Public Works & Utilities,3809,,20,100
2017,Expense,Park,1208,,6,100
2017,Expense,Park,1400,,1620.05,100
2017,Expense,Park,1401,,2538.48,100
2017,Expense,Park,2508,,668.67,100
2017,Expense,Park,2917,,1.5,100
2017,Expense,Park,2999,,17,100
2017,Expense,Park,3103,,3,100
2017,Expense,Park,3299,,70,100
2017,Expense,Park,3806,,45,100
2017,Expense,Park,3999,,43,100
2017,Expense,Park,1500,,11.3,100
2017,Expense,Park,2917,,7.5,100
2017,Expense,Park,3103,,3,100
2017,Expense,Park,3903,,3.5,100
2017,Expense,Park,3999,,2.28,100
2017,Expense,Park,1100,,401.01,100
2017,Expense,Park,1190,,25.2,100
2017,Expense,Park,1200,,130.53,100
2017,Expense,Park,1400,,40.66,100
2017,Expense,Park,1401,,49.32,100
2017,Expense,Park,1403,,11.14,100
2017,Expense,Park,1404,,1.06,100
2017,Expense,Park,1405,,54.29,100
2017,Expense,Park,1406,,1.6,100
2017,Expense,Park,1500,,31.49,100
2017,Expense,Park,2100,,153.73,100
2017,Expense,Park,2101,,44.85,100
2017,Expense,Park,2107,,7,100
2017,Expense,Police Department,2201,,45.9,100
2017,Expense,Police Department,2211,,0.5,100
2017,Expense,Police Department,2216,,3.36,100
2017,Expense,Police Department,2502,,4,100
2017,Expense,Police Department,2505,,1520,100
2017,Expense,Police Department,2543,,32,100
2017,Expense,Police Department,2599,,2,100
2017,Expense,Police Department,2600,,1851.3,100
2017,Expense,Park,2307,,2,100
2017,Expense,Park,2599,,1120,100
2017,Expense,Park,2700,,28.8,100
2017,Expense,Park,2702,,30,100
2017,Expense,Park,2806,,20,100
2017,Expense,Park,2917,,23.33,100
2017,Expense,Park,3103,,4.3,100
2017,Expense,Park,3200,,0.6,100
2017,Expense,Park,3405,,9.53,100
2017,Expense,Park,3406,,3,100
2017,Expense,Park,3407,,4,100
2017,Expense,Park,3903,,3,100
2017,Expense,Park,3999,,12,100
2017,Expense,Park,2400,,180.88,100
2017,Expense,Park,5300,,250,100
2017,Expense,Park,1100,,453.01,100
2017,Expense,Park,1101,,3.4,100
2017,Expense,Park,1190,,5.99,100
2017,Expense,Park,1400,,34.92,100
2017,Expense,Park,1401,,56.14,100
2017,Expense,Public Works & Utilities,2705,,20,100
2017,Expense,Public Works & Utilities,2803,,85,100
2017,Expense,Public Works & Utilities,2804,,4.75,100
2017,Expense,Public Works & Utilities,2805,,700,100
2017,Expense,Park,2207,,0.25,100
2017,Expense,Park,1403,,9.45,100
2017,Expense,Metro Area Bldg & Construction,1403,,2.34,100
2017,Expense,Public Works & Utilities,3403,,10,100
2017,Expense,Public Works & Utilities,3499,,75,100
2017,Expense,Public Works & Utilities,3500,,0.5,100
2017,Expense,Public Works & Utilities,3700,,25,100
2017,Expense,Public Works & Utilities,3800,,2.5,100
2017,Expense,Public Works & Utilities,3809,,10,100
2017,Expense,Public Works & Utilities,1100,,10820.96,100
2017,Expense,Public Works & Utilities,1101,,81.36,100
2017,Expense,Public Works & Utilities,1190,,62.04,100
2017,Expense,Public Works & Utilities,1204,,6,100
2017,Expense,Public Works & Utilities,1208,,18,100
2017,Expense,Public Works & Utilities,1400,,834.03,100
2017,Expense,Public Works & Utilities,1401,,1340.98,100
2017,Expense,Public Works & Utilities,1403,,259.48,100
2017,Expense,Public Works & Utilities,1404,,21.8,100
2017,Expense,Public Works & Utilities,1405,,2908.37,100
2017,Expense,Public Works & Utilities,1406,,43.28,100
2017,Expense,Public Works & Utilities,2200,,6.84,100
2017,Expense,Public Works & Utilities,2201,,12.3,100
2017,Expense,Public Works & Utilities,2214,,12.6,100
2017,Expense,Public Works & Utilities,2215,,18.36,100
2017,Expense,Public Works & Utilities,2401,,77.6,100
2017,Expense,Public Works & Utilities,2501,,2.75,100
2017,Expense,Public Works & Utilities,2502,,3.5,100
2017,Expense,Public Works & Utilities,2505,,30,100
2017,Expense,Public Works & Utilities,3810,,400,605
2017,Expense,Public Works & Utilities,3812,,275,605
2017,Expense,Public Works & Utilities,3815,,35,605
2017,Expense,Public Works & Utilities,3816,,7.5,605
2017,Expense,Public Works & Utilities,3899,,150,605
2017,Expense,Public Works & Utilities,3901,,1050,605
2017,Expense,Public Works & Utilities,3902,,30,605
2017,Expense,Public Works & Utilities,3903,,1.25,605
2017,Expense,Public Works & Utilities,3999,,200,605
2017,Expense,Public Works & Utilities,4500,,3500,605
2017,Expense,Public Works & Utilities,4501,,5000,605
2017,Expense,Public Works & Utilities,4502,,9000,605
2017,Expense,Public Works & Utilities,4503,,3400,605
2017,Expense,Public Works & Utilities,4504,,3000,605
2017,Expense,Public Works & Utilities,4505,,3750,605
2017,Expense,Public Works & Utilities,4507,,1000,605
2017,Expense,Public Works & Utilities,4604,,600,605
2017,Expense,Public Works & Utilities,4611,,3000,605
2017,Expense,Public Works & Utilities,5300,,5000,605
2017,Expense,Public Works & Utilities,1100,,2150.75,605
2017,Expense,Public Works & Utilities,1101,,60.6,605
2017,Expense,Park,2216,,1.68,100
2017,Expense,Park,2299,,2.99,100
2017,Expense,Park,2302,,5,100
2017,Expense,Park,2401,,10,100
2017,Expense,Metro Area Bldg & Construction,1404,,0.31,100
2017,Expense,Metro Area Bldg & Construction,2207,,296,100
2017,Expense,Park,2502,,3,100
2017,Expense,Park,2600,,34.65,100
2017,Expense,Park,2700,,625.2,100
2017,Expense,Park,2702,,0.5,100
2017,Expense,Park,2799,,0.5,100
2017,Expense,Park,2899,,4,100
2017,Expense,Park,2902,,0.4,100
2017,Expense,Park,2905,,8,100
2017,Expense,Park,2906,,2,100
2017,Expense,Park,2917,,4,100
2017,Expense,Park,2999,,9.38,100
2017,Expense,Park,3103,,1.62,100
2017,Expense,Park,1401,,80.79,100
2017,Expense,Park,1403,,21.02,100
2017,Expense,Public Works & Utilities,1104,,12.31,100
2017,Expense,Public Works & Utilities,1190,,2.23,100
2017,Expense,Public Works & Utilities,1199,,32.87,100
2017,Expense,Public Works & Utilities,1300,,906.78,100
2017,Expense,Public Works & Utilities,1303,,172.38,100
2017,Expense,Public Works & Utilities,1400,,59.5,100
2017,Expense,Public Works & Utilities,1401,,61.65,100
2017,Expense,Public Works & Utilities,1403,,14.33,100
2017,Expense,Public Works & Utilities,1404,,1.56,100
2017,Expense,Public Works & Utilities,1405,,160.12,100
2017,Expense,Public Works & Utilities,1406,,1.09,100
2017,Expense,Public Works & Utilities,1499,,5.66,100
2017,Expense,Public Works & Utilities,2100,,8.36,100
2017,Expense,Public Works & Utilities,2104,,12.09,100
2017,Expense,Public Works & Utilities,1404,,4.42,605
2017,Expense,Public Works & Utilities,1405,,541.7,605
2017,Expense,Public Works & Utilities,1406,,8.6,605
2017,Expense,Public Works & Utilities,2200,,5.7,605
2017,Expense,Public Works & Utilities,2201,,6.45,605
2017,Expense,Public Works & Utilities,2203,,0.1,605
2017,Expense,Public Works & Utilities,2600,,82.01,605
2017,Expense,Public Works & Utilities,2917,,0.1,605
2017,Expense,Public Works & Utilities,2207,,22.5,100
2017,Expense,Public Works & Utilities,2505,,1603.6,100
2017,Expense,Public Works & Utilities,2902,,15,100
2017,Expense,Library,2204,,135.77,100
2017,Expense,Library,2207,,230,100
2017,Expense,Library,2211,,40,100
2017,Expense,Library,2215,,70.68,100
2017,Expense,Library,2216,,15.12,100
2017,Expense,Library,2299,,11,100
2017,Expense,Library,2301,,25.4,100
2017,Expense,Library,2302,,6.7,100
2017,Expense,Library,2308,,19.05,100
2017,Expense,Library,2400,,662.13,100
2017,Expense,Library,2401,,8.7,100
2017,Expense,Library,2519,,31.4,100
2017,Expense,Library,2543,,50,100
2017,Expense,Library,2599,,464.7,100
2017,Expense,Library,2600,,6648.46,100
2017,Expense,Library,2699,,251.25,100
2017,Expense,Library,2700,,31.2,100
2017,Expense,Public Works & Utilities,2899,,11,100
2017,Expense,Public Works & Utilities,3399,,0.5,100
2017,Expense,Public Works & Utilities,3400,,0.8,100
2017,Expense,Public Works & Utilities,3403,,47.5,100
2017,Expense,Public Works & Utilities,3499,,125,100
2017,Expense,Public Works & Utilities,3500,,0.5,100
2017,Expense,Public Works & Utilities,3700,,55,100
2017,Expense,Public Works & Utilities,3800,,1,100
2017,Expense,Public Works & Utilities,3809,,30,100
2017,Expense,Public Works & Utilities,2101,,3.62,100
2017,Expense,Public Works & Utilities,2200,,1.14,100
2017,Expense,Public Works & Utilities,2201,,0.75,100
2017,Expense,Public Works & Utilities,2599,,20,100
2017,Expense,Public Works & Utilities,2600,,4.44,100
2017,Expense,Public Works & Utilities,2703,,5,100
2017,Expense,Public Works & Utilities,2803,,2.5,100
2017,Expense,Public Works & Utilities,2805,,20,100
2017,Expense,Public Works & Utilities,3301,,17.5,100
2017,Expense,Public Works & Utilities,3403,,10,100
2017,Expense,Public Works & Utilities,3499,,1.25,100
2017,Expense,Public Works & Utilities,3809,,1.5,100
2017,Expense,Public Works & Utilities,2100,,223.69,100
2017,Expense,Public Works & Utilities,2101,,118.66,100
2017,Expense,Public Works & Utilities,2600,,4.44,100
2017,Expense,Public Works & Utilities,2705,,15,100
2017,Expense,Public Works & Utilities,2803,,30,100
2017,Expense,Public Works & Utilities,3301,,4,100
2017,Expense,Public Works & Utilities,3403,,125,100
2017,Expense,Park,3807,,10,100
2017,Expense,Park,3816,,60,100
2017,Expense,Public Works & Utilities,3899,,12.5,540
2017,Expense,Public Works & Utilities,1406,,28.3,540
2017,Expense,Public Works & Utilities,2200,,58.14,540
2017,Expense,Public Works & Utilities,2201,,119.55,540
2017,Expense,Public Works & Utilities,2203,,5,540
2017,Expense,Public Works & Utilities,2207,,0.5,540
2017,Expense,Public Works & Utilities,2210,,1,540
2017,Expense,Public Works & Utilities,2211,,0.5,540
2017,Expense,Public Works & Utilities,2214,,12.6,540
2017,Expense,Public Works & Utilities,2216,,3.36,540
2017,Expense,Public Works & Utilities,2218,,17.34,540
2017,Expense,Public Works & Utilities,2301,,50,540
2017,Expense,Public Works & Utilities,2302,,25,540
2017,Expense,Public Works & Utilities,2303,,5,540
2017,Expense,Public Works & Utilities,2308,,10,540
2017,Expense,Public Works & Utilities,2310,,0.1,540
2017,Expense,Public Works & Utilities,2399,,20,540
2017,Expense,Public Works & Utilities,2505,,36,540
2017,Expense,Public Works & Utilities,2519,,7.5,540
2017,Expense,Public Works & Utilities,2599,,45,540
2017,Expense,Public Works & Utilities,2600,,292.11,540
2017,Expense,Public Works & Utilities,2699,,12,540
2017,Expense,Public Works & Utilities,2701,,3.25,540
2017,Expense,Public Works & Utilities,2902,,5,540
2017,Expense,Public Works & Utilities,2905,,0.75,540
2017,Expense,Public Works & Utilities,2917,,25,540
2017,Expense,Public Works & Utilities,2601,,6,100
2017,Expense,Public Works & Utilities,2700,,3322.8,100
2017,Expense,Public Works & Utilities,2708,,15,100
2017,Expense,Public Works & Utilities,2917,,10,100
2017,Expense,Public Works & Utilities,2922,,20,100
2017,Expense,Public Works & Utilities,3299,,6,100
2017,Expense,Public Works & Utilities,3400,,500,100
2017,Expense,Public Works & Utilities,3405,,1029.82,100
2017,Expense,Public Works & Utilities,3406,,6.5,100
2017,Expense,Public Works & Utilities,3407,,3,100
2017,Expense,Public Works & Utilities,3499,,175,100
2017,Expense,Public Works & Utilities,1199,,382.99,100
2017,Expense,Public Works & Utilities,1208,,12,100
2017,Expense,Public Works & Utilities,1400,,99.3,100
2017,Expense,Public Works & Utilities,1401,,159.65,100
2017,Expense,Public Works & Utilities,1403,,30.89,100
2017,Expense,Public Works & Utilities,1404,,2.6,100
2017,Expense,Public Works & Utilities,1405,,209.09,100
2017,Expense,Public Works & Utilities,1406,,5.12,100
2017,Expense,Public Works & Utilities,2203,,0.5,100
2017,Expense,Public Works & Utilities,2401,,23.9,100
2017,Expense,Public Works & Utilities,2700,,136.8,100
2017,Expense,Public Works & Utilities,3405,,18.44,100
2017,Expense,Public Works & Utilities,2207,,1.5,255
2017,Expense,Public Works & Utilities,2211,,1.5,255
2017,Expense,Public Works & Utilities,2215,,3.72,255
2017,Expense,Public Works & Utilities,2503,,6000,255
2017,Expense,Public Works & Utilities,2504,,100,255
2017,Expense,Park,3901,,0.53,100
2017,Expense,Park,3902,,0.53,100
2017,Expense,Park,3999,,5.33,100
2017,Expense,Park,5400,,12.3,100
2017,Expense,Park,1200,,256,100
2017,Expense,Park,1400,,19.58,100
2017,Expense,Park,1403,,5.57,100
2017,Expense,Park,1404,,0.51,100
2017,Expense,Park,2100,,27.74,100
2017,Expense,Park,2104,,53.33,100
2017,Expense,Park,2215,,3.72,100
2017,Expense,Park,2400,,47.02,100
2017,Expense,Park,2599,,8.53,100
2017,Expense,Park,2917,,1.6,100
2017,Expense,Park,3103,,0.53,100
2017,Expense,Park,3299,,6.93,100
2017,Expense,Park,3301,,78.93,100
2017,Expense,Park,3901,,0.53,100
2017,Expense,Park,3902,,0.53,100
2017,Expense,Park,3999,,5.33,100
2017,Expense,Park,5400,,12.3,100
2017,Expense,Park,1200,,1033.3,100
2017,Expense,Park,1400,,79.05,100
2017,Expense,Park,1403,,22.47,100
2017,Expense,Park,1404,,2.07,100
2017,Expense,Public Works & Utilities,2299,,24.08,540
2017,Expense,Public Works & Utilities,2301,,15,540
2017,Expense,Public Works & Utilities,2302,,17.5,540
2017,Expense,Metro Area Bldg & Construction,3999,,2,100
2017,Expense,City Manager,2301,,109.5,100
2017,Expense,City Manager,3999,,20,100
2017,Expense,Law Department,1205,,24,100
2017,Expense,Information Tech/Info Services,3101,,350,600
2017,Expense,Police Department,2703,,20,100
2017,Expense,Police Department,1208,,6,100
2017,Expense,CMO - Cultural Arts Division,1208,,6,100
2017,Expense,Public Works & Utilities,2803,,50,100
2017,Expense,Public Works & Utilities,5333,,13750,230
2017,Expense,Public Works & Utilities,2705,,60,560
2017,Expense,Public Works & Utilities,2211,,2.5,255
2017,Expense,Public Works & Utilities,2599,,4900,540
2017,Expense,Public Works & Utilities,2700,,1000,540
2017,Expense,Public Works & Utilities,2919,,620,540
2017,Expense,Public Works & Utilities,3418,,4500,540
2017,Expense,Public Works & Utilities,1199,,9133.1,540
2017,Expense,Public Works & Utilities,1300,,750,540
2017,Expense,Public Works & Utilities,2700,,850,540
2017,Expense,Public Works & Utilities,2919,,470,540
2017,Expense,Public Works & Utilities,3418,,760,540
2017,Expense,Public Works & Utilities,2700,,180,540
2017,Expense,Public Works & Utilities,2919,,260,540
2017,Expense,Public Works & Utilities,2700,,96,540
2017,Expense,Public Works & Utilities,3418,,125,540
2017,Expense,Public Works & Utilities,2700,,1100,540
2017,Expense,Public Works & Utilities,2919,,780,540
2017,Expense,Public Works & Utilities,3418,,1010,540
2017,Expense,Public Works & Utilities,2700,,680,540
2017,Expense,Public Works & Utilities,2919,,10,540
2017,Expense,Public Works & Utilities,3418,,6250,540
2017,Expense,Public Works & Utilities,2700,,1580,540
2017,Expense,Public Works & Utilities,2919,,360,540
2017,Expense,Public Works & Utilities,3418,,2500,540
2017,Expense,Airport,1100,,7726.96,500
2017,Expense,Airport,1101,,78,500
2017,Expense,Airport,1190,,53.08,500
2017,Expense,Airport,1200,,1035.62,500
2017,Expense,Airport,1205,,24,500
2017,Expense,Airport,1208,,30,500
2017,Expense,Airport,1230,,23.5,500
2017,Expense,Airport,1400,,644.81,500
2017,Expense,Airport,1401,,960.01,500
2017,Expense,Airport,1403,,200.68,500
2017,Expense,Airport,1404,,17.68,500
2017,Expense,Airport,1405,,1307.57,500
2017,Expense,Airport,1406,,30.91,500
2017,Expense,Airport,2200,,425,500
2017,Expense,Airport,2203,,7.5,500
2017,Expense,Airport,2207,,25,500
2017,Expense,Airport,2211,,2,500
2017,Expense,Airport,2212,,10,500
2017,Expense,Airport,2214,,12.6,500
2017,Expense,Public Works & Utilities,2505,,820,540
2017,Expense,Park,1406,,12.58,100
2017,Expense,Police Department,1200,,279.53,100
2017,Expense,Public Works & Utilities,2519,,1.25,540
2017,Expense,Public Works & Utilities,2543,,70,540
2017,Expense,Public Works & Utilities,2600,,157.11,540
2017,Expense,Public Works & Utilities,2601,,200,540
2017,Expense,Public Works & Utilities,2699,,350,540
2017,Expense,Public Works & Utilities,2700,,156,540
2017,Expense,Public Works & Utilities,2902,,0.3,540
2017,Expense,Public Works & Utilities,2906,,4.3,540
2017,Expense,Public Works & Utilities,2909,,1.5,540
2017,Expense,Public Works & Utilities,2917,,35,540
2017,Expense,Public Works & Utilities,2999,,1012.89,540
2017,Expense,Public Works & Utilities,3101,,25,540
2017,Expense,Public Works & Utilities,3103,,10,540
2017,Expense,Public Works & Utilities,3405,,160.01,540
2017,Expense,Public Works & Utilities,3499,,4,540
2017,Expense,Public Works & Utilities,2201,,6,100
2017,Expense,Public Works & Utilities,2203,,2,100
2017,Expense,Public Works & Utilities,2207,,3,100
2017,Expense,Public Works & Utilities,2214,,4.2,100
2017,Expense,Public Works & Utilities,2216,,1.68,100
