OBJECTID,fund,fund_title,cur_doc_no,cur_doc_no_sfx,dept,dept_title,obj_lvl_1,obj_lvl_1_title,obj_lvl_2,obj_lvl_2_title,obj_lvl_3,obj_lvl_3_title,org_cost_acct,oca_title,appropriation_amt,account_type,fiscal_year
1576,100,General Fund,BU740012,15,8,Police Department,2,Contractual Services,240,Insurance,2401,Vehicle liability,81307,Patrol West,30150,Expense,2017
1577,100,General Fund,BU740012,16,8,Police Department,2,Contractual Services,250,Professional Services,2599,Other professional services,81307,Patrol West,1850,Expense,2017
1578,100,General Fund,BU740012,17,8,Police Department,2,Contractual Services,260,Data Processing,2600,Data center charges,81307,Patrol West,296702,Expense,2017
1579,100,General Fund,BU740012,18,8,Police Department,2,Contractual Services,260,Data Processing,2699,Other data processing charges,81307,Patrol West,-6251,Expense,2017
1580,100,General Fund,BU740012,19,8,Police Department,2,Contractual Services,270,Equipment Charges,2700,Motor pool - scheduled charges,81307,Patrol West,684240,Expense,2017
1581,540,Water Utility Fund,BU740012,20,18,Public Works & Utilities,1,Personnel Services,140,Employee Benefits,1404,Unemployment compensation,183632,Prod & Pumping Administration,676,Expense,2017
1582,540,Water Utility Fund,BU740012,21,18,Public Works & Utilities,1,Personnel Services,140,Employee Benefits,1405,Group health insurance,183632,Prod & Pumping Administration,58326,Expense,2017
1583,540,Water Utility Fund,BU740012,22,18,Public Works & Utilities,1,Personnel Services,140,Employee Benefits,1406,Group life insurance,183632,Prod & Pumping Administration,1344,Expense,2017
1584,540,Water Utility Fund,BU740012,23,18,Public Works & Utilities,1,Personnel Services,140,Employee Benefits,1499,Employee benefits in aggregate,183632,Prod & Pumping Administration,16948,Expense,2017
1585,540,Water Utility Fund,BU740012,24,18,Public Works & Utilities,2,Contractual Services,210,Utilities,2100,Electricity,183632,Prod & Pumping Administration,607160,Expense,2017
1586,540,Water Utility Fund,BU740012,25,18,Public Works & Utilities,2,Contractual Services,210,Utilities,2104,Water,183632,Prod & Pumping Administration,45362,Expense,2017
1587,540,Water Utility Fund,BU740012,26,18,Public Works & Utilities,2,Contractual Services,220,Communications,2200,PBX - line charges,183632,Prod & Pumping Administration,2394,Expense,2017
1588,540,Water Utility Fund,BU740012,27,18,Public Works & Utilities,2,Contractual Services,220,Communications,2201,PBX - instrument charges,183632,Prod & Pumping Administration,2145,Expense,2017
1589,540,Water Utility Fund,BU740012,28,18,Public Works & Utilities,2,Contractual Services,220,Communications,2203,Long distance service,183632,Prod & Pumping Administration,510,Expense,2017
1590,540,Water Utility Fund,BU740012,29,18,Public Works & Utilities,2,Contractual Services,220,Communications,2206,Pagers and mobile phones,183632,Prod & Pumping Administration,924,Expense,2017
1591,540,Water Utility Fund,BU740012,30,18,Public Works & Utilities,2,Contractual Services,220,Communications,2207,Postage - regular,183632,Prod & Pumping Administration,170,Expense,2017
1592,540,Water Utility Fund,BU740012,31,18,Public Works & Utilities,2,Contractual Services,220,Communications,2215,Plexar,183632,Prod & Pumping Administration,1116,Expense,2017
1593,530,Sewer Utility Fund,BU740012,32,18,Public Works & Utilities,1,Personnel Services,120,Special Salaries,1208,Cellular phone allowance,184754,Sewage Treatment Administration,4200,Expense,2017
1594,530,Sewer Utility Fund,BU740012,33,18,Public Works & Utilities,1,Personnel Services,140,Employee Benefits,1400,FICA,184754,Sewage Treatment Administration,54720,Expense,2017
1595,530,Sewer Utility Fund,BU740012,34,18,Public Works & Utilities,1,Personnel Services,140,Employee Benefits,1401,Employee pension,184754,Sewage Treatment Administration,87982,Expense,2017
1596,530,Sewer Utility Fund,BU740012,35,18,Public Works & Utilities,1,Personnel Services,140,Employee Benefits,1403,Workers compensation,184754,Sewage Treatment Administration,22174,Expense,2017
1597,530,Sewer Utility Fund,BU740012,36,18,Public Works & Utilities,1,Personnel Services,140,Employee Benefits,1404,Unemployment compensation,184754,Sewage Treatment Administration,1431,Expense,2017
1598,530,Sewer Utility Fund,BU740012,37,18,Public Works & Utilities,1,Personnel Services,140,Employee Benefits,1405,Group health insurance,184754,Sewage Treatment Administration,223972,Expense,2017
1599,530,Sewer Utility Fund,BU740012,38,18,Public Works & Utilities,1,Personnel Services,140,Employee Benefits,1406,Group life insurance,184754,Sewage Treatment Administration,2842,Expense,2017
1600,530,Sewer Utility Fund,BU740012,39,18,Public Works & Utilities,1,Personnel Services,140,Employee Benefits,1499,Employee benefits in aggregate,184754,Sewage Treatment Administration,15364,Expense,2017
1601,530,Sewer Utility Fund,BU740012,40,18,Public Works & Utilities,2,Contractual Services,210,Utilities,2100,Electricity,184754,Sewage Treatment Administration,2905,Expense,2017
1602,530,Sewer Utility Fund,BU740012,41,18,Public Works & Utilities,2,Contractual Services,210,Utilities,2101,Gas-ONEOK Kansas Gas Service,184754,Sewage Treatment Administration,4342,Expense,2017
1603,530,Sewer Utility Fund,BU740012,42,18,Public Works & Utilities,2,Contractual Services,210,Utilities,2104,Water,184754,Sewage Treatment Administration,3559,Expense,2017
1604,530,Sewer Utility Fund,BU740012,43,18,Public Works & Utilities,2,Contractual Services,210,Utilities,2105,Sewer,184754,Sewage Treatment Administration,400,Expense,2017
1605,530,Sewer Utility Fund,BU740012,44,18,Public Works & Utilities,2,Contractual Services,210,Utilities,2106,Landfill,184754,Sewage Treatment Administration,60000,Expense,2017
1606,530,Sewer Utility Fund,BU740012,45,18,Public Works & Utilities,2,Contractual Services,210,Utilities,2107,Trash service,184754,Sewage Treatment Administration,3700,Expense,2017
1607,530,Sewer Utility Fund,BU740012,46,18,Public Works & Utilities,2,Contractual Services,220,Communications,2200,PBX - line charges,184754,Sewage Treatment Administration,5928,Expense,2017
1608,530,Sewer Utility Fund,BU740012,47,18,Public Works & Utilities,2,Contractual Services,220,Communications,2201,PBX - instrument charges,184754,Sewage Treatment Administration,9030,Expense,2017
1609,530,Sewer Utility Fund,BU740012,48,18,Public Works & Utilities,2,Contractual Services,220,Communications,2202,Moves and changes,184754,Sewage Treatment Administration,750,Expense,2017
1610,530,Sewer Utility Fund,BU740012,49,18,Public Works & Utilities,2,Contractual Services,220,Communications,2203,Long distance service,184754,Sewage Treatment Administration,400,Expense,2017
1611,530,Sewer Utility Fund,BU740012,50,18,Public Works & Utilities,2,Contractual Services,220,Communications,2204,Local services,184754,Sewage Treatment Administration,16000,Expense,2017
1612,530,Sewer Utility Fund,BU740012,51,18,Public Works & Utilities,2,Contractual Services,220,Communications,2206,Pagers and mobile phones,184754,Sewage Treatment Administration,480,Expense,2017
1613,530,Sewer Utility Fund,BU740012,52,18,Public Works & Utilities,2,Contractual Services,220,Communications,2207,Postage - regular,184754,Sewage Treatment Administration,4000,Expense,2017
1614,530,Sewer Utility Fund,BU740012,53,18,Public Works & Utilities,2,Contractual Services,220,Communications,2211,Express mail,184754,Sewage Treatment Administration,275,Expense,2017
1615,530,Sewer Utility Fund,BU740012,54,18,Public Works & Utilities,2,Contractual Services,220,Communications,2214,Air cards - mobile,184754,Sewage Treatment Administration,6720,Expense,2017
1616,530,Sewer Utility Fund,BU740012,55,18,Public Works & Utilities,2,Contractual Services,220,Communications,2215,Plexar,184754,Sewage Treatment Administration,5580,Expense,2017
1617,530,Sewer Utility Fund,BU740012,56,18,Public Works & Utilities,2,Contractual Services,220,Communications,2216,Voice mail,184754,Sewage Treatment Administration,1260,Expense,2017
1618,530,Sewer Utility Fund,BU740012,57,18,Public Works & Utilities,2,Contractual Services,230,Transportation and Training,2301,Meals and lodging allowance,184754,Sewage Treatment Administration,3400,Expense,2017
1619,530,Sewer Utility Fund,BU740012,58,18,Public Works & Utilities,2,Contractual Services,230,Transportation and Training,2302,Out of town registration fees,184754,Sewage Treatment Administration,3400,Expense,2017
1620,530,Sewer Utility Fund,BU740012,59,18,Public Works & Utilities,2,Contractual Services,230,Transportation and Training,2303,In town registration fees,184754,Sewage Treatment Administration,2750,Expense,2017
1621,530,Sewer Utility Fund,BU740012,60,18,Public Works & Utilities,2,Contractual Services,250,Professional Services,2500,Certification fees,184754,Sewage Treatment Administration,16000,Expense,2017
1622,530,Sewer Utility Fund,BU740012,61,18,Public Works & Utilities,2,Contractual Services,250,Professional Services,2502,Medical and laboratory services,184754,Sewage Treatment Administration,93000,Expense,2017
1623,530,Sewer Utility Fund,BU740012,62,18,Public Works & Utilities,2,Contractual Services,250,Professional Services,2503,Studies/Consultants,184754,Sewage Treatment Administration,25000,Expense,2017
1624,530,Sewer Utility Fund,BU740012,63,18,Public Works & Utilities,2,Contractual Services,250,Professional Services,2505,Contractors,184754,Sewage Treatment Administration,420000,Expense,2017
1625,530,Sewer Utility Fund,BU740012,64,18,Public Works & Utilities,2,Contractual Services,250,Professional Services,2506,Legal services,184754,Sewage Treatment Administration,28000,Expense,2017
1626,530,Sewer Utility Fund,BU740012,65,18,Public Works & Utilities,2,Contractual Services,250,Professional Services,2508,Temporary help,184754,Sewage Treatment Administration,15000,Expense,2017
1627,530,Sewer Utility Fund,BU740012,66,18,Public Works & Utilities,2,Contractual Services,250,Professional Services,2599,Other professional services,184754,Sewage Treatment Administration,31000,Expense,2017
1628,530,Sewer Utility Fund,BU740012,67,18,Public Works & Utilities,2,Contractual Services,260,Data Processing,2600,Data center charges,184754,Sewage Treatment Administration,29505,Expense,2017
1629,530,Sewer Utility Fund,BU740012,68,18,Public Works & Utilities,2,Contractual Services,260,Data Processing,2601,Maintenance - data equipment,184754,Sewage Treatment Administration,25000,Expense,2017
1630,530,Sewer Utility Fund,BU740012,69,18,Public Works & Utilities,2,Contractual Services,270,Equipment Charges,2700,Motor pool - scheduled charges,184754,Sewage Treatment Administration,213960,Expense,2017
1631,530,Sewer Utility Fund,BU740012,70,18,Public Works & Utilities,2,Contractual Services,270,Equipment Charges,2701,Motor pool-unscheduled charges,184754,Sewage Treatment Administration,300,Expense,2017
1632,530,Sewer Utility Fund,BU740012,71,18,Public Works & Utilities,2,Contractual Services,270,Equipment Charges,2702,Lease/rent equipment,184754,Sewage Treatment Administration,43000,Expense,2017
1633,530,Sewer Utility Fund,BU740012,72,18,Public Works & Utilities,2,Contractual Services,270,Equipment Charges,2708,Uniform rental service,184754,Sewage Treatment Administration,12000,Expense,2017
1634,530,Sewer Utility Fund,BU740012,73,18,Public Works & Utilities,2,Contractual Services,280,Buildings and Grounds Charges,2802,Maintenance - grounds,184754,Sewage Treatment Administration,8000,Expense,2017
1635,530,Sewer Utility Fund,BU740012,74,18,Public Works & Utilities,2,Contractual Services,290,Other Contractuals,2902,Advertising,184754,Sewage Treatment Administration,2400,Expense,2017
1636,530,Sewer Utility Fund,BU740012,75,18,Public Works & Utilities,2,Contractual Services,290,Other Contractuals,2904,Codes and manuals,184754,Sewage Treatment Administration,550,Expense,2017
1637,530,Sewer Utility Fund,BU740012,76,18,Public Works & Utilities,2,Contractual Services,290,Other Contractuals,2905,Periodicals/Subscriptions,184754,Sewage Treatment Administration,900,Expense,2017
1638,530,Sewer Utility Fund,BU740012,77,18,Public Works & Utilities,2,Contractual Services,290,Other Contractuals,2906,Membership dues,184754,Sewage Treatment Administration,450,Expense,2017
1639,530,Sewer Utility Fund,BU740012,78,18,Public Works & Utilities,2,Contractual Services,290,Other Contractuals,2917,Printing and copying,184754,Sewage Treatment Administration,6200,Expense,2017
1640,530,Sewer Utility Fund,BU740012,79,18,Public Works & Utilities,2,Contractual Services,290,Other Contractuals,2999,Other contractuals,184754,Sewage Treatment Administration,580000,Expense,2017
1641,530,Sewer Utility Fund,BU740012,80,18,Public Works & Utilities,3,Materials and Supplies,310,Office Supplies,3101,Computer/printer supplies,184754,Sewage Treatment Administration,8200,Expense,2017
1642,500,Airport Authority Fund,BU740012,81,19,Airport,1,Personnel Services,140,Employee Benefits,1405,Group health insurance,190074,Operations Mid Continent,42332,Expense,2017
1643,500,Airport Authority Fund,BU740012,82,19,Airport,1,Personnel Services,140,Employee Benefits,1406,Group life insurance,190074,Operations Mid Continent,895,Expense,2017
1644,500,Airport Authority Fund,BU740012,83,19,Airport,2,Contractual Services,220,Communications,2200,PBX - line charges,190074,Operations Mid Continent,2220,Expense,2017
1645,500,Airport Authority Fund,BU740012,84,19,Airport,2,Contractual Services,220,Communications,2203,Long distance service,190074,Operations Mid Continent,200,Expense,2017
1646,500,Airport Authority Fund,BU740012,85,19,Airport,2,Contractual Services,220,Communications,2211,Express mail,190074,Operations Mid Continent,50,Expense,2017
1647,500,Airport Authority Fund,BU740012,86,19,Airport,2,Contractual Services,220,Communications,2214,Air cards - mobile,190074,Operations Mid Continent,2100,Expense,2017
1648,500,Airport Authority Fund,BU740012,87,19,Airport,2,Contractual Services,230,Transportation and Training,2301,Meals and lodging allowance,190074,Operations Mid Continent,3900,Expense,2017
1649,500,Airport Authority Fund,BU740012,88,19,Airport,2,Contractual Services,230,Transportation and Training,2302,Out of town registration fees,190074,Operations Mid Continent,2500,Expense,2017
1650,500,Airport Authority Fund,BU740012,89,19,Airport,2,Contractual Services,230,Transportation and Training,2303,In town registration fees,190074,Operations Mid Continent,180,Expense,2017
1651,500,Airport Authority Fund,BU740012,90,19,Airport,2,Contractual Services,230,Transportation and Training,2308,Transportation - out of town,190074,Operations Mid Continent,3450,Expense,2017
1652,500,Airport Authority Fund,BU740012,91,19,Airport,2,Contractual Services,230,Transportation and Training,2399,Other training/transportation,190074,Operations Mid Continent,900,Expense,2017
1653,500,Airport Authority Fund,BU740012,92,19,Airport,2,Contractual Services,250,Professional Services,2500,Certification fees,190074,Operations Mid Continent,75,Expense,2017
1654,500,Airport Authority Fund,BU740012,93,19,Airport,2,Contractual Services,250,Professional Services,2501,Pre-employment expenses,190074,Operations Mid Continent,200,Expense,2017
1655,500,Airport Authority Fund,BU740012,94,19,Airport,2,Contractual Services,250,Professional Services,2505,Contractors,190074,Operations Mid Continent,81750,Expense,2017
1656,500,Airport Authority Fund,BU740012,95,19,Airport,2,Contractual Services,260,Data Processing,2600,Data center charges,190074,Operations Mid Continent,6985,Expense,2017
1657,500,Airport Authority Fund,BU740012,96,19,Airport,2,Contractual Services,270,Equipment Charges,2705,Outside services,190074,Operations Mid Continent,500,Expense,2017
1658,500,Airport Authority Fund,BU740012,97,19,Airport,2,Contractual Services,290,Other Contractuals,2904,Codes and manuals,190074,Operations Mid Continent,150,Expense,2017
1659,500,Airport Authority Fund,BU740012,98,19,Airport,2,Contractual Services,290,Other Contractuals,2906,Membership dues,190074,Operations Mid Continent,1375,Expense,2017
1660,500,Airport Authority Fund,BU740012,99,19,Airport,2,Contractual Services,290,Other Contractuals,2917,Printing and copying,190074,Operations Mid Continent,600,Expense,2017
1661,500,Airport Authority Fund,BU740012,100,19,Airport,3,Materials and Supplies,310,Office Supplies,3103,Office supplies,190074,Operations Mid Continent,300,Expense,2017
1662,500,Airport Authority Fund,BU740013,1,19,Airport,3,Materials and Supplies,320,Clothing and Towels,3200,Clothing and towels,190074,Operations Mid Continent,2250,Expense,2017
1663,500,Airport Authority Fund,BU740013,2,19,Airport,3,Materials and Supplies,340,Equipment Parts,3406,Safety/security equipment,190074,Operations Mid Continent,150,Expense,2017
1664,500,Airport Authority Fund,BU740013,3,19,Airport,3,Materials and Supplies,350,Materials,3500,Materials,190074,Operations Mid Continent,250,Expense,2017
1665,500,Airport Authority Fund,BU740013,4,19,Airport,3,Materials and Supplies,380,Non-Capitalizable Equipment < $5000 Each,3800,"Non-capital shop equipment < $5,000 each",190074,Operations Mid Continent,100,Expense,2017
1666,515,Golf Course System Fund,BU740013,5,21,Golf Course System,3,Materials and Supplies,350,Materials,3500,Materials,210300,Tex Consolver Municipal Golf Course,6000,Expense,2017
1667,515,Golf Course System Fund,BU740013,6,21,Golf Course System,3,Materials and Supplies,350,Materials,3515,Welding supplies,210300,Tex Consolver Municipal Golf Course,60,Expense,2017
1668,515,Golf Course System Fund,BU740013,7,21,Golf Course System,3,Materials and Supplies,380,Non-Capitalizable Equipment < $5000 Each,3800,"Non-capital shop equipment < $5,000 each",210300,Tex Consolver Municipal Golf Course,2000,Expense,2017
1669,515,Golf Course System Fund,BU740013,8,21,Golf Course System,3,Materials and Supplies,380,Non-Capitalizable Equipment < $5000 Each,3809,"Plumbing equipment < $5,000 each",210300,Tex Consolver Municipal Golf Course,5000,Expense,2017
1670,515,Golf Course System Fund,BU740013,9,21,Golf Course System,3,Materials and Supplies,380,Non-Capitalizable Equipment < $5000 Each,3815,"Safety equipment < $5,000 each",210300,Tex Consolver Municipal Golf Course,100,Expense,2017
1671,515,Golf Course System Fund,BU740013,10,21,Golf Course System,3,Materials and Supplies,380,Non-Capitalizable Equipment < $5000 Each,3899,"Other non-capitalized equip <$5,000 each",210300,Tex Consolver Municipal Golf Course,1000,Expense,2017
1672,515,Golf Course System Fund,BU740013,11,21,Golf Course System,3,Materials and Supplies,390,Other Commodities,3901,Custodial supplies,210300,Tex Consolver Municipal Golf Course,500,Expense,2017
1673,515,Golf Course System Fund,BU740013,12,21,Golf Course System,3,Materials and Supplies,390,Other Commodities,3902,Medical supplies,210300,Tex Consolver Municipal Golf Course,100,Expense,2017
1674,515,Golf Course System Fund,BU740013,13,21,Golf Course System,3,Materials and Supplies,390,Other Commodities,3999,Other commodities,210300,Tex Consolver Municipal Golf Course,1500,Expense,2017
1675,515,Golf Course System Fund,BU740013,14,21,Golf Course System,4,Capital Outlay,460,"Operating Equipment => $5,000",4610,"Lawn and farm equipment => $5,000",210300,Tex Consolver Municipal Golf Course,20000,Expense,2017
1676,515,Golf Course System Fund,BU740013,15,21,Golf Course System,5,Other Expenditures,540,Inventory,5400,Inventory for resale,210300,Tex Consolver Municipal Golf Course,19091,Expense,2017
1677,515,Golf Course System Fund,BU740013,16,21,Golf Course System,1,Personnel Services,110,Regular Salaries,1100,Bi-weekly wages,210301,Consolver Park Clubhouse,97228,Expense,2017
1678,515,Golf Course System Fund,BU740013,17,21,Golf Course System,1,Personnel Services,110,Regular Salaries,1101,Longevity,210301,Consolver Park Clubhouse,216,Expense,2017
1679,515,Golf Course System Fund,BU740013,18,21,Golf Course System,1,Personnel Services,110,Regular Salaries,1190,Accrual,210301,Consolver Park Clubhouse,1449,Expense,2017
1680,515,Golf Course System Fund,BU740013,19,21,Golf Course System,1,Personnel Services,120,Special Salaries,1200,Part time/seasonal,210301,Consolver Park Clubhouse,95000,Expense,2017
1681,515,Golf Course System Fund,BU740013,20,21,Golf Course System,1,Personnel Services,140,Employee Benefits,1400,FICA,210301,Consolver Park Clubhouse,14722,Expense,2017
1682,515,Golf Course System Fund,BU740013,21,21,Golf Course System,1,Personnel Services,140,Employee Benefits,1401,Employee pension,210301,Consolver Park Clubhouse,11986,Expense,2017
1683,515,Golf Course System Fund,BU740013,22,21,Golf Course System,1,Personnel Services,140,Employee Benefits,1403,Workers compensation,210301,Consolver Park Clubhouse,3577,Expense,2017
1684,515,Golf Course System Fund,BU740013,23,21,Golf Course System,1,Personnel Services,140,Employee Benefits,1404,Unemployment compensation,210301,Consolver Park Clubhouse,385,Expense,2017
1685,515,Golf Course System Fund,BU740013,24,21,Golf Course System,1,Personnel Services,140,Employee Benefits,1405,Group health insurance,210301,Consolver Park Clubhouse,20656,Expense,2017
1686,515,Golf Course System Fund,BU740013,25,21,Golf Course System,1,Personnel Services,140,Employee Benefits,1406,Group life insurance,210301,Consolver Park Clubhouse,389,Expense,2017
1687,515,Golf Course System Fund,BU740013,26,21,Golf Course System,2,Contractual Services,210,Utilities,2107,Trash service,210301,Consolver Park Clubhouse,1176,Expense,2017
1688,515,Golf Course System Fund,BU740013,27,21,Golf Course System,2,Contractual Services,220,Communications,2212,CATV (Cable),210301,Consolver Park Clubhouse,1390,Expense,2017
1689,515,Golf Course System Fund,BU740013,28,21,Golf Course System,2,Contractual Services,220,Communications,2215,Plexar,210301,Consolver Park Clubhouse,744,Expense,2017
1690,515,Golf Course System Fund,BU740013,29,21,Golf Course System,2,Contractual Services,230,Transportation and Training,2301,Meals and lodging allowance,210301,Consolver Park Clubhouse,1203,Expense,2017
1691,100,General Fund,BU740013,30,17,Park,1,Personnel Services,140,Employee Benefits,1406,Group life insurance,173204,Edgemoor Center,304,Expense,2017
1692,100,General Fund,BU740013,31,17,Park,1,Personnel Services,150,Other Personnel Services,1500,Planned savings,173204,Edgemoor Center,-10841,Expense,2017
1693,100,General Fund,BU740013,32,17,Park,2,Contractual Services,210,Utilities,2100,Electricity,173204,Edgemoor Center,25183,Expense,2017
1694,100,General Fund,BU740013,33,17,Park,2,Contractual Services,210,Utilities,2101,Gas-ONEOK Kansas Gas Service,173204,Edgemoor Center,5332,Expense,2017
1695,100,General Fund,BU740013,34,17,Park,2,Contractual Services,210,Utilities,2104,Water,173204,Edgemoor Center,1397,Expense,2017
1696,100,General Fund,BU740013,35,17,Park,2,Contractual Services,210,Utilities,2107,Trash service,173204,Edgemoor Center,800,Expense,2017
1697,100,General Fund,BU740013,36,17,Park,2,Contractual Services,220,Communications,2207,Postage - regular,173204,Edgemoor Center,50,Expense,2017
1698,100,General Fund,BU740013,37,17,Park,2,Contractual Services,220,Communications,2215,Plexar,173204,Edgemoor Center,2340,Expense,2017
1699,100,General Fund,BU740013,38,17,Park,2,Contractual Services,260,Data Processing,2600,Data center charges,173204,Edgemoor Center,1155,Expense,2017
1700,100,General Fund,BU740013,39,17,Park,2,Contractual Services,290,Other Contractuals,2917,Printing and copying,173204,Edgemoor Center,1500,Expense,2017
1701,100,General Fund,BU740013,40,17,Park,3,Materials and Supplies,310,Office Supplies,3103,Office supplies,173204,Edgemoor Center,500,Expense,2017
1702,100,General Fund,BU740013,41,17,Park,3,Materials and Supplies,380,Non-Capitalizable Equipment < $5000 Each,3816,"Recreational equipment < $5,000 each",173204,Edgemoor Center,10000,Expense,2017
1703,100,General Fund,BU740013,42,17,Park,3,Materials and Supplies,390,Other Commodities,3903,Food supplies,173204,Edgemoor Center,400,Expense,2017
1704,100,General Fund,BU740013,43,17,Park,3,Materials and Supplies,390,Other Commodities,3999,Other commodities,173204,Edgemoor Center,917,Expense,2017
1705,100,General Fund,BU740013,44,17,Park,1,Personnel Services,110,Regular Salaries,1100,Bi-weekly wages,173205,Evergreen Center,113556,Expense,2017
1706,100,General Fund,BU740013,45,17,Park,1,Personnel Services,110,Regular Salaries,1101,Longevity,173205,Evergreen Center,3030,Expense,2017
1707,100,General Fund,BU740013,46,17,Park,1,Personnel Services,110,Regular Salaries,1190,Accrual,173205,Evergreen Center,2087,Expense,2017
1708,100,General Fund,BU740013,47,17,Park,1,Personnel Services,120,Special Salaries,1200,Part time/seasonal,173205,Evergreen Center,55671,Expense,2017
1709,100,General Fund,BU740013,48,17,Park,1,Personnel Services,140,Employee Benefits,1400,FICA,173205,Evergreen Center,13178,Expense,2017
1710,100,General Fund,BU740013,49,17,Park,1,Personnel Services,140,Employee Benefits,1401,Employee pension,173205,Evergreen Center,14340,Expense,2017
1711,100,General Fund,BU740013,50,17,Park,1,Personnel Services,140,Employee Benefits,1403,Workers compensation,173205,Evergreen Center,3624,Expense,2017
1712,100,General Fund,BU740013,51,17,Park,1,Personnel Services,140,Employee Benefits,1404,Unemployment compensation,173205,Evergreen Center,345,Expense,2017
1713,100,General Fund,BU740013,52,17,Park,1,Personnel Services,140,Employee Benefits,1405,Group health insurance,173205,Evergreen Center,16247,Expense,2017
1714,100,General Fund,BU740013,53,17,Park,1,Personnel Services,140,Employee Benefits,1406,Group life insurance,173205,Evergreen Center,454,Expense,2017
1715,100,General Fund,BU740013,54,17,Park,1,Personnel Services,150,Other Personnel Services,1500,Planned savings,173205,Evergreen Center,-14044,Expense,2017
1716,100,General Fund,BU740013,55,17,Park,2,Contractual Services,210,Utilities,2100,Electricity,173205,Evergreen Center,28741,Expense,2017
1717,100,General Fund,BU740013,56,17,Park,2,Contractual Services,210,Utilities,2101,Gas-ONEOK Kansas Gas Service,173205,Evergreen Center,6143,Expense,2017
1718,100,General Fund,BU740013,57,17,Park,2,Contractual Services,210,Utilities,2104,Water,173205,Evergreen Center,4913,Expense,2017
1719,100,General Fund,BU740013,58,17,Park,2,Contractual Services,210,Utilities,2107,Trash service,173205,Evergreen Center,1500,Expense,2017
1720,100,General Fund,BU740013,59,17,Park,2,Contractual Services,220,Communications,2200,PBX - line charges,173205,Evergreen Center,228,Expense,2017
1721,100,General Fund,BU740013,60,17,Park,2,Contractual Services,220,Communications,2201,PBX - instrument charges,173205,Evergreen Center,150,Expense,2017
1722,100,General Fund,BU740013,61,17,Park,2,Contractual Services,220,Communications,2207,Postage - regular,173205,Evergreen Center,50,Expense,2017
1723,100,General Fund,BU740013,62,17,Park,2,Contractual Services,220,Communications,2212,CATV (Cable),173205,Evergreen Center,575,Expense,2017
1724,100,General Fund,BU740013,63,17,Park,2,Contractual Services,220,Communications,2215,Plexar,173205,Evergreen Center,612,Expense,2017
1725,100,General Fund,BU740013,64,17,Park,2,Contractual Services,230,Transportation and Training,2301,Meals and lodging allowance,173205,Evergreen Center,300,Expense,2017
1726,100,General Fund,BU740013,65,17,Park,2,Contractual Services,260,Data Processing,2600,Data center charges,173205,Evergreen Center,1155,Expense,2017
1727,100,General Fund,BU740013,66,17,Park,2,Contractual Services,290,Other Contractuals,2917,Printing and copying,173205,Evergreen Center,1500,Expense,2017
1728,100,General Fund,BU740013,67,17,Park,3,Materials and Supplies,310,Office Supplies,3103,Office supplies,173205,Evergreen Center,400,Expense,2017
1729,100,General Fund,BU740013,68,17,Park,3,Materials and Supplies,320,Clothing and Towels,3299,Other clothing,173205,Evergreen Center,450,Expense,2017
1730,100,General Fund,BU740013,69,17,Park,3,Materials and Supplies,340,Equipment Parts,3499,Other equipment parts,173205,Evergreen Center,670,Expense,2017
1731,100,General Fund,BU740013,70,17,Park,3,Materials and Supplies,380,Non-Capitalizable Equipment < $5000 Each,3816,"Recreational equipment < $5,000 each",173205,Evergreen Center,10000,Expense,2017
1732,100,General Fund,BU740013,71,17,Park,3,Materials and Supplies,390,Other Commodities,3903,Food supplies,173205,Evergreen Center,550,Expense,2017
1733,100,General Fund,BU740013,72,17,Park,3,Materials and Supplies,390,Other Commodities,3999,Other commodities,173205,Evergreen Center,390,Expense,2017
1734,100,General Fund,BU740013,73,17,Park,5,Other Expenditures,540,Inventory,5400,Inventory for resale,173205,Evergreen Center,1000,Expense,2017
1735,100,General Fund,BU740013,74,17,Park,1,Personnel Services,110,Regular Salaries,1100,Bi-weekly wages,173206,Linwood Center,64665,Expense,2017
1736,100,General Fund,BU740013,75,17,Park,1,Personnel Services,110,Regular Salaries,1101,Longevity,173206,Linwood Center,1020,Expense,2017
1737,100,General Fund,BU740013,76,17,Park,1,Personnel Services,110,Regular Salaries,1190,Accrual,173206,Linwood Center,1056,Expense,2017
1738,100,General Fund,BU740013,77,17,Park,1,Personnel Services,120,Special Salaries,1200,Part time/seasonal,173206,Linwood Center,34124,Expense,2017
1739,540,Water Utility Fund,BU740013,78,18,Public Works & Utilities,1,Personnel Services,120,Special Salaries,1208,Cellular phone allowance,183319,Dispatch,1200,Expense,2017
1740,100,General Fund,BU740013,79,17,Park,1,Personnel Services,140,Employee Benefits,1404,Unemployment compensation,173206,Linwood Center,200,Expense,2017
1741,100,General Fund,BU740013,80,17,Park,1,Personnel Services,140,Employee Benefits,1405,Group health insurance,173206,Linwood Center,5429,Expense,2017
1742,100,General Fund,BU740013,81,17,Park,1,Personnel Services,140,Employee Benefits,1406,Group life insurance,173206,Linwood Center,259,Expense,2017
1743,100,General Fund,BU740013,82,17,Park,1,Personnel Services,150,Other Personnel Services,1500,Planned savings,173206,Linwood Center,-7974,Expense,2017
1744,100,General Fund,BU740013,83,17,Park,2,Contractual Services,210,Utilities,2100,Electricity,173206,Linwood Center,21709,Expense,2017
