OBJECTID,fund,fund_title,cur_doc_no,cur_doc_no_sfx,dept,dept_title,obj_lvl_1,obj_lvl_1_title,obj_lvl_2,obj_lvl_2_title,obj_lvl_3,obj_lvl_3_title,org_cost_acct,oca_title,appropriation_amt
2866,530,SEWER UTILITY FUND,BU740041,99,18,Public Works & Utilities,2,Contractual services,290,Other contractuals,2917,Printing and copying,184507,PLANT ANALYSIS,20
2867,530,SEWER UTILITY FUND,BU740041,100,18,Public Works & Utilities,2,Contractual services,290,Other contractuals,2999,Other contractuals,184507,PLANT ANALYSIS,5000
2868,530,SEWER UTILITY FUND,BU740042,1,18,Public Works & Utilities,3,Materials and supplies,380,Non-capitalizable equipment < $5000 each,3803,"Lab equipment < $5,000 each",184507,PLANT ANALYSIS,46000
2869,530,SEWER UTILITY FUND,BU740042,2,18,Public Works & Utilities,1,Personnel services,110,Regular salaries,1100,Bi-weekly wages,184606,PRETREATMENT OPERATIONS,240386
2870,530,SEWER UTILITY FUND,BU740042,3,18,Public Works & Utilities,1,Personnel services,110,Regular salaries,1101,Longevity,184606,PRETREATMENT OPERATIONS,3840
2871,530,SEWER UTILITY FUND,BU740042,4,18,Public Works & Utilities,1,Personnel services,110,Regular salaries,1190,Accrual,184606,PRETREATMENT OPERATIONS,1088
2872,530,SEWER UTILITY FUND,BU740042,5,18,Public Works & Utilities,1,Personnel services,120,Special salaries,1208,Cellular phone allowance,184606,PRETREATMENT OPERATIONS,1200
2873,530,SEWER UTILITY FUND,BU740042,6,18,Public Works & Utilities,1,Personnel services,140,Employee benefits,1400,FICA,184606,PRETREATMENT OPERATIONS,18683
2874,530,SEWER UTILITY FUND,BU740042,7,18,Public Works & Utilities,1,Personnel services,140,Employee benefits,1401,Employee pension,184606,PRETREATMENT OPERATIONS,30040
2875,530,SEWER UTILITY FUND,BU740042,8,18,Public Works & Utilities,1,Personnel services,140,Employee benefits,1403,Workers compensation,184606,PRETREATMENT OPERATIONS,7571
2876,530,SEWER UTILITY FUND,BU740042,9,18,Public Works & Utilities,1,Personnel services,140,Employee benefits,1404,Unemployment compensation,184606,PRETREATMENT OPERATIONS,488
2877,530,SEWER UTILITY FUND,BU740042,10,18,Public Works & Utilities,1,Personnel services,140,Employee benefits,1405,Group health insurance,184606,PRETREATMENT OPERATIONS,49859
2878,530,SEWER UTILITY FUND,BU740042,11,18,Public Works & Utilities,1,Personnel services,140,Employee benefits,1406,Group life insurance,184606,PRETREATMENT OPERATIONS,962
2879,530,SEWER UTILITY FUND,BU740042,12,18,Public Works & Utilities,2,Contractual services,260,Data processing,2600,Data center charges,184614,PRETREATMENT INSPECTION / PERMITTING,1094
2880,530,SEWER UTILITY FUND,BU740042,13,18,Public Works & Utilities,2,Contractual services,290,Other contractuals,2999,Other contractuals,184614,PRETREATMENT INSPECTION / PERMITTING,6000
2881,530,SEWER UTILITY FUND,BU740042,14,18,Public Works & Utilities,2,Contractual services,250,Professional services,2502,Medical and laboratory services,184622,PRETREATMENT SAMPLING,40000
2882,530,SEWER UTILITY FUND,BU740042,15,18,Public Works & Utilities,2,Contractual services,290,Other contractuals,2917,Printing and copying,184622,PRETREATMENT SAMPLING,275
2883,530,SEWER UTILITY FUND,BU740042,16,18,Public Works & Utilities,2,Contractual services,290,Other contractuals,2999,Other contractuals,184622,PRETREATMENT SAMPLING,18500
2884,530,SEWER UTILITY FUND,BU740042,17,18,Public Works & Utilities,3,Materials and supplies,310,Office supplies,3103,Office supplies,184622,PRETREATMENT SAMPLING,650
2885,530,SEWER UTILITY FUND,BU740042,18,18,Public Works & Utilities,3,Materials and supplies,380,Non-capitalizable equipment < $5000 each,3803,"Lab equipment < $5,000 each",184622,PRETREATMENT SAMPLING,5000
2886,530,SEWER UTILITY FUND,BU740042,19,18,Public Works & Utilities,1,Personnel services,110,Regular salaries,1100,Bi-weekly wages,184754,SEWAGE TREATMENT ADMINISTRATION,710546
2887,530,SEWER UTILITY FUND,BU740042,20,18,Public Works & Utilities,1,Personnel services,110,Regular salaries,1101,Longevity,184754,SEWAGE TREATMENT ADMINISTRATION,4752
2888,530,SEWER UTILITY FUND,BU740042,21,18,Public Works & Utilities,1,Personnel services,110,Regular salaries,1190,Accrual,184754,SEWAGE TREATMENT ADMINISTRATION,6060
2889,530,SEWER UTILITY FUND,BU740042,22,18,Public Works & Utilities,1,Personnel services,110,Regular salaries,1199,Other,184754,SEWAGE TREATMENT ADMINISTRATION,47470
2890,530,SEWER UTILITY FUND,BU740042,23,18,Public Works & Utilities,1,Personnel services,120,Special salaries,1204,Clothing allowance,184754,SEWAGE TREATMENT ADMINISTRATION,1200
2891,530,SEWER UTILITY FUND,BU740042,24,18,Public Works & Utilities,3,Materials and supplies,370,Building parts,3700,Building parts and materials,184754,SEWAGE TREATMENT ADMINISTRATION,3200
2892,530,SEWER UTILITY FUND,BU740042,25,18,Public Works & Utilities,3,Materials and supplies,380,Non-capitalizable equipment < $5000 each,3800,"Non-capital shop equipment < $5,000 each",184754,SEWAGE TREATMENT ADMINISTRATION,66000
2893,530,SEWER UTILITY FUND,BU740042,26,18,Public Works & Utilities,3,Materials and supplies,380,Non-capitalizable equipment < $5000 each,3803,"Lab equipment < $5,000 each",184754,SEWAGE TREATMENT ADMINISTRATION,46000
2894,530,SEWER UTILITY FUND,BU740042,27,18,Public Works & Utilities,3,Materials and supplies,380,Non-capitalizable equipment < $5000 each,3804,"Data processing equipment  < $5,000 each",184754,SEWAGE TREATMENT ADMINISTRATION,12000
2899,530,SEWER UTILITY FUND,BU740042,32,18,Public Works & Utilities,3,Materials and supplies,390,Other commodities,3901,Custodial supplies,184754,SEWAGE TREATMENT ADMINISTRATION,1000
2900,530,SEWER UTILITY FUND,BU740042,33,18,Public Works & Utilities,3,Materials and supplies,390,Other commodities,3902,Medical supplies,184754,SEWAGE TREATMENT ADMINISTRATION,1400
2901,530,SEWER UTILITY FUND,BU740042,34,18,Public Works & Utilities,3,Materials and supplies,390,Other commodities,3903,Food supplies,184754,SEWAGE TREATMENT ADMINISTRATION,500
2895,530,SEWER UTILITY FUND,BU740042,28,18,Public Works & Utilities,3,Materials and supplies,380,Non-capitalizable equipment < $5000 each,3807,"Garden/grounds/lawn equip < $5,000 each ",184754,SEWAGE TREATMENT ADMINISTRATION,5250
2896,530,SEWER UTILITY FUND,BU740042,29,18,Public Works & Utilities,3,Materials and supplies,380,Non-capitalizable equipment < $5000 each,3808,"Photographic equipment < $5,000 each",184754,SEWAGE TREATMENT ADMINISTRATION,160
2897,530,SEWER UTILITY FUND,BU740042,30,18,Public Works & Utilities,3,Materials and supplies,380,Non-capitalizable equipment < $5000 each,3815,"Safety equipment < $5,000 each",184754,SEWAGE TREATMENT ADMINISTRATION,3200
2898,530,SEWER UTILITY FUND,BU740042,31,18,Public Works & Utilities,3,Materials and supplies,380,Non-capitalizable equipment < $5000 each,3899,"Other non-capitalized equip <$5,000 each",184754,SEWAGE TREATMENT ADMINISTRATION,20000
2902,530,SEWER UTILITY FUND,BU740042,35,18,Public Works & Utilities,3,Materials and supplies,390,Other commodities,3904,Petty cash expenditures,184754,SEWAGE TREATMENT ADMINISTRATION,400
2903,530,SEWER UTILITY FUND,BU740042,36,18,Public Works & Utilities,3,Materials and supplies,390,Other commodities,3999,Other commodities,184754,SEWAGE TREATMENT ADMINISTRATION,25000
2904,530,SEWER UTILITY FUND,BU740042,37,18,Public Works & Utilities,4,Capital outlay,460,"Operating equipment => $5,000",4609,"Water & sewage treatment equip => $5,000",184754,SEWAGE TREATMENT ADMINISTRATION,1500000
2905,530,SEWER UTILITY FUND,BU740042,38,18,Public Works & Utilities,1,Personnel services,110,Regular salaries,1100,Bi-weekly wages,184804,SEWER MAINTENANCE DIVISION,3503809
2906,530,SEWER UTILITY FUND,BU740042,39,18,Public Works & Utilities,1,Personnel services,110,Regular salaries,1101,Longevity,184804,SEWER MAINTENANCE DIVISION,68868
2907,530,SEWER UTILITY FUND,BU740042,40,18,Public Works & Utilities,1,Personnel services,110,Regular salaries,1104,Shift differential,184804,SEWER MAINTENANCE DIVISION,6500
2908,530,SEWER UTILITY FUND,BU740042,41,18,Public Works & Utilities,1,Personnel services,110,Regular salaries,1190,Accrual,184804,SEWER MAINTENANCE DIVISION,19494
2909,530,SEWER UTILITY FUND,BU740042,42,18,Public Works & Utilities,1,Personnel services,110,Regular salaries,1199,Other,184804,SEWER MAINTENANCE DIVISION,25804
2910,530,SEWER UTILITY FUND,BU740042,43,18,Public Works & Utilities,1,Personnel services,120,Special salaries,1204,Clothing allowance,184804,SEWER MAINTENANCE DIVISION,12450
2911,530,SEWER UTILITY FUND,BU740042,44,18,Public Works & Utilities,1,Personnel services,120,Special salaries,1205,Auto allowance,184804,SEWER MAINTENANCE DIVISION,2400
2912,530,SEWER UTILITY FUND,BU740042,45,18,Public Works & Utilities,1,Personnel services,120,Special salaries,1208,Cellular phone allowance,184804,SEWER MAINTENANCE DIVISION,12600
2913,530,SEWER UTILITY FUND,BU740042,46,18,Public Works & Utilities,1,Personnel services,130,Overtime,1300,Premium-Overtime,184804,SEWER MAINTENANCE DIVISION,70000
2914,530,SEWER UTILITY FUND,BU740042,47,18,Public Works & Utilities,1,Personnel services,140,Employee benefits,1400,FICA,184804,SEWER MAINTENANCE DIVISION,273310
2915,530,SEWER UTILITY FUND,BU740042,48,18,Public Works & Utilities,1,Personnel services,140,Employee benefits,1401,Employee pension,184804,SEWER MAINTENANCE DIVISION,439439
2916,530,SEWER UTILITY FUND,BU740042,49,18,Public Works & Utilities,1,Personnel services,140,Employee benefits,1403,Workers compensation,184804,SEWER MAINTENANCE DIVISION,110753
2917,530,SEWER UTILITY FUND,BU740042,50,18,Public Works & Utilities,1,Personnel services,140,Employee benefits,1404,Unemployment compensation,184804,SEWER MAINTENANCE DIVISION,7145
2918,530,SEWER UTILITY FUND,BU740042,51,18,Public Works & Utilities,1,Personnel services,140,Employee benefits,1405,Group health insurance,184804,SEWER MAINTENANCE DIVISION,957210
2919,530,SEWER UTILITY FUND,BU740042,52,18,Public Works & Utilities,1,Personnel services,140,Employee benefits,1406,Group life insurance,184804,SEWER MAINTENANCE DIVISION,14015
2920,530,SEWER UTILITY FUND,BU740042,53,18,Public Works & Utilities,1,Personnel services,140,Employee benefits,1499,Employee benefits in aggregate,184804,SEWER MAINTENANCE DIVISION,8351
2921,530,SEWER UTILITY FUND,BU740042,54,18,Public Works & Utilities,2,Contractual services,210,Utilities,2107,Trash service,184804,SEWER MAINTENANCE DIVISION,650
2922,530,SEWER UTILITY FUND,BU740042,55,18,Public Works & Utilities,2,Contractual services,220,Communications,2200,PBX - line charges,184804,SEWER MAINTENANCE DIVISION,1710
2923,530,SEWER UTILITY FUND,BU740042,56,18,Public Works & Utilities,2,Contractual services,220,Communications,2201,PBX - instrument charges,184804,SEWER MAINTENANCE DIVISION,3465
2924,530,SEWER UTILITY FUND,BU740042,57,18,Public Works & Utilities,2,Contractual services,220,Communications,2203,Long distance service,184804,SEWER MAINTENANCE DIVISION,50
2925,530,SEWER UTILITY FUND,BU740042,58,18,Public Works & Utilities,2,Contractual services,220,Communications,2204,Local services,184804,SEWER MAINTENANCE DIVISION,388
2926,530,SEWER UTILITY FUND,BU740042,59,18,Public Works & Utilities,2,Contractual services,220,Communications,2206,Pagers and mobile phones,184804,SEWER MAINTENANCE DIVISION,1896
2927,530,SEWER UTILITY FUND,BU740042,60,18,Public Works & Utilities,2,Contractual services,220,Communications,2207,Postage - regular,184804,SEWER MAINTENANCE DIVISION,450
2928,530,SEWER UTILITY FUND,BU740042,61,18,Public Works & Utilities,2,Contractual services,220,Communications,2210,Shipping and freight,184804,SEWER MAINTENANCE DIVISION,450
2929,530,SEWER UTILITY FUND,BU740042,62,18,Public Works & Utilities,2,Contractual services,220,Communications,2211,Express mail,184804,SEWER MAINTENANCE DIVISION,350
2930,530,SEWER UTILITY FUND,BU740042,63,18,Public Works & Utilities,2,Contractual services,220,Communications,2214,Air cards - mobile,184804,SEWER MAINTENANCE DIVISION,12600
2931,530,SEWER UTILITY FUND,BU740042,64,18,Public Works & Utilities,2,Contractual services,230,Transportation and training,2301,Meals and lodging allowance,184804,SEWER MAINTENANCE DIVISION,3000
2932,530,SEWER UTILITY FUND,BU740042,65,18,Public Works & Utilities,2,Contractual services,230,Transportation and training,2302,Out of town registration fees,184804,SEWER MAINTENANCE DIVISION,1500
2933,530,SEWER UTILITY FUND,BU740042,66,18,Public Works & Utilities,2,Contractual services,230,Transportation and training,2303,In town registration fees,184804,SEWER MAINTENANCE DIVISION,1100
2934,530,SEWER UTILITY FUND,BU740042,67,18,Public Works & Utilities,2,Contractual services,230,Transportation and training,2304,Training consultants,184804,SEWER MAINTENANCE DIVISION,1000
2935,530,SEWER UTILITY FUND,BU740042,68,18,Public Works & Utilities,2,Contractual services,230,Transportation and training,2308,Transportation - out of town,184804,SEWER MAINTENANCE DIVISION,850
2936,530,SEWER UTILITY FUND,BU740042,69,18,Public Works & Utilities,2,Contractual services,230,Transportation and training,2310,Turnpike fees and charges,184804,SEWER MAINTENANCE DIVISION,30
2937,100,General Fund,BU740042,70,3,Department of Finance,2,Contractual services,220,Communications,2200,PBX - line charges,37101,General Accounting,1824
2938,100,General Fund,BU740042,71,3,Department of Finance,2,Contractual services,220,Communications,2201,PBX - instrument charges,37101,General Accounting,3630
2939,100,General Fund,BU740042,72,3,Department of Finance,2,Contractual services,220,Communications,2203,Long distance service,37101,General Accounting,300
2940,100,General Fund,BU740042,73,3,Department of Finance,2,Contractual services,220,Communications,2207,Postage - regular,37101,General Accounting,2230
2941,100,General Fund,BU740042,74,3,Department of Finance,2,Contractual services,220,Communications,2211,Express mail,37101,General Accounting,150
2942,100,General Fund,BU740042,75,3,Department of Finance,2,Contractual services,220,Communications,2216,Voice mail,37101,General Accounting,672
2943,100,General Fund,BU740042,76,3,Department of Finance,2,Contractual services,230,Transportation and training,2301,Meals and lodging allowance,37101,General Accounting,4000
2944,100,General Fund,BU740042,77,3,Department of Finance,2,Contractual services,230,Transportation and training,2302,Out of town registration fees,37101,General Accounting,2300
2945,100,General Fund,BU740042,78,3,Department of Finance,2,Contractual services,230,Transportation and training,2303,In town registration fees,37101,General Accounting,1720
2946,100,General Fund,BU740042,79,3,Department of Finance,2,Contractual services,230,Transportation and training,2308,Transportation - out of town,37101,General Accounting,760
2947,100,General Fund,BU740042,80,3,Department of Finance,2,Contractual services,250,Professional services,2500,Certification fees,37101,General Accounting,275
2948,100,General Fund,BU740042,81,3,Department of Finance,2,Contractual services,250,Professional services,2503,Studies/Consultants,37101,General Accounting,13860
2949,100,General Fund,BU740042,82,3,Department of Finance,2,Contractual services,250,Professional services,2507,Audits,37101,General Accounting,100000
2950,100,General Fund,BU740042,83,3,Department of Finance,2,Contractual services,250,Professional services,2599,Other professional services,37101,General Accounting,19244
2951,100,General Fund,BU740042,84,3,Department of Finance,2,Contractual services,260,Data processing,2600,Data center charges,37101,General Accounting,16794
2952,100,General Fund,BU740042,85,3,Department of Finance,2,Contractual services,260,Data processing,2601,Maintenance - data equipment,37101,General Accounting,200
2953,100,General Fund,BU740042,86,3,Department of Finance,2,Contractual services,270,Equipment charges,2701,Motor pool-unscheduled charges,37101,General Accounting,250
2954,100,General Fund,BU740042,87,3,Department of Finance,2,Contractual services,290,Other contractuals,2902,Advertising,37101,General Accounting,350
2955,100,General Fund,BU740042,88,3,Department of Finance,2,Contractual services,290,Other contractuals,2904,Codes and manuals,37101,General Accounting,700
2956,100,General Fund,BU740042,89,3,Department of Finance,2,Contractual services,290,Other contractuals,2905,Periodicals/Subscriptions,37101,General Accounting,510
2957,100,General Fund,BU740042,90,3,Department of Finance,2,Contractual services,290,Other contractuals,2906,Membership dues,37101,General Accounting,1472
2958,100,General Fund,BU740042,91,3,Department of Finance,2,Contractual services,290,Other contractuals,2917,Printing and copying,37101,General Accounting,8705
2959,100,General Fund,BU740042,92,3,Department of Finance,2,Contractual services,290,Other contractuals,2999,Other contractuals,37101,General Accounting,8650
2960,100,General Fund,BU740042,93,3,Department of Finance,3,Materials and supplies,310,Office supplies,3101,Computer/printer supplies,37101,General Accounting,3000
2961,100,General Fund,BU740042,94,3,Department of Finance,3,Materials and supplies,310,Office supplies,3103,Office supplies,37101,General Accounting,2000
2962,100,General Fund,BU740042,95,8,Police Department,2,Contractual services,290,Other contractuals,2904,Codes and manuals,83105,Chief of Police,100
2963,100,General Fund,BU740042,96,8,Police Department,2,Contractual services,290,Other contractuals,2905,Periodicals/Subscriptions,83105,Chief of Police,240
2964,100,General Fund,BU740042,97,8,Police Department,2,Contractual services,290,Other contractuals,2906,Membership dues,83105,Chief of Police,6000
2965,100,General Fund,BU740042,98,8,Police Department,2,Contractual services,290,Other contractuals,2917,Printing and copying,83105,Chief of Police,1000
2966,100,General Fund,BU740042,99,8,Police Department,3,Materials and supplies,310,Office supplies,3103,Office supplies,83105,Chief of Police,750
2967,100,General Fund,BU740042,100,8,Police Department,3,Materials and supplies,310,Office supplies,3199,Other office supplies,83105,Chief of Police,1000
2968,100,General Fund,BU740043,1,8,Police Department,3,Materials and supplies,340,Equipment parts,3405,Fuel,83105,Chief of Police,2705
2969,100,General Fund,BU740043,2,8,Police Department,3,Materials and supplies,390,Other commodities,3903,Food supplies,83105,Chief of Police,1100
2970,100,General Fund,BU740043,3,8,Police Department,3,Materials and supplies,390,Other commodities,3999,Other commodities,83105,Chief of Police,400
2971,100,General Fund,BU740043,4,8,Police Department,1,Personnel services,110,Regular salaries,1100,Bi-weekly wages,83204,Supp Svcs - Deputy Chief,142470
2972,100,General Fund,BU740043,5,8,Police Department,1,Personnel services,110,Regular salaries,1101,Longevity,83204,Supp Svcs - Deputy Chief,1680
2973,100,General Fund,BU740043,6,8,Police Department,1,Personnel services,110,Regular salaries,1102,Education pay,83204,Supp Svcs - Deputy Chief,500
2974,100,General Fund,BU740043,7,8,Police Department,1,Personnel services,110,Regular salaries,1190,Accrual,83204,Supp Svcs - Deputy Chief,1114
2975,100,General Fund,BU740043,8,8,Police Department,1,Personnel services,120,Special salaries,1204,Clothing allowance,83204,Supp Svcs - Deputy Chief,700
2976,100,General Fund,BU740043,9,2,City Manager,2,Contractual services,230,Transportation and training,2308,Transportation - out of town,28101,Administrative Services,300
2977,100,General Fund,BU740043,10,2,City Manager,2,Contractual services,250,Professional services,2599,Other professional services,28101,Administrative Services,150
2978,100,General Fund,BU740043,11,2,City Manager,2,Contractual services,260,Data processing,2600,Data center charges,28101,Administrative Services,13946
2979,100,General Fund,BU740043,12,2,City Manager,2,Contractual services,290,Other contractuals,2906,Membership dues,28101,Administrative Services,955
2980,100,General Fund,BU740043,13,2,City Manager,2,Contractual services,290,Other contractuals,2917,Printing and copying,28101,Administrative Services,2040
2981,100,General Fund,BU740043,14,2,City Manager,3,Materials and supplies,310,Office supplies,3103,Office supplies,28101,Administrative Services,1200
2982,100,General Fund,BU740043,15,2,City Manager,3,Materials and supplies,390,Other commodities,3903,Food supplies,28101,Administrative Services,800
2983,100,General Fund,BU740043,16,2,City Manager,1,Personnel services,110,Regular salaries,1100,Bi-weekly wages,28102,Public Information Office,266866
2984,100,General Fund,BU740043,17,2,City Manager,1,Personnel services,110,Regular salaries,1101,Longevity,28102,Public Information Office,852
2985,100,General Fund,BU740043,18,2,City Manager,1,Personnel services,110,Regular salaries,1190,Accrual,28102,Public Information Office,2500
2986,100,General Fund,BU740043,19,2,City Manager,1,Personnel services,120,Special salaries,1205,Auto allowance,28102,Public Information Office,1800
2987,100,General Fund,BU740043,20,2,City Manager,1,Personnel services,120,Special salaries,1208,Cellular phone allowance,28102,Public Information Office,1200
2988,100,General Fund,BU740043,21,2,City Manager,1,Personnel services,140,Employee benefits,1400,FICA,28102,Public Information Office,20480
2989,100,General Fund,BU740043,22,2,City Manager,1,Personnel services,140,Employee benefits,1401,Employee pension,28102,Public Information Office,32929
2990,100,General Fund,BU740043,23,2,City Manager,1,Personnel services,140,Employee benefits,1403,Workers compensation,28102,Public Information Office,1687
2991,100,General Fund,BU740043,24,2,City Manager,1,Personnel services,140,Employee benefits,1404,Unemployment compensation,28102,Public Information Office,535
2992,100,General Fund,BU740043,25,2,City Manager,1,Personnel services,140,Employee benefits,1405,Group health insurance,28102,Public Information Office,48741
2993,100,General Fund,BU740043,26,2,City Manager,1,Personnel services,140,Employee benefits,1406,Group life insurance,28102,Public Information Office,1068
2994,100,General Fund,BU740043,27,2,City Manager,2,Contractual services,220,Communications,2200,PBX - line charges,28102,Public Information Office,114
2995,100,General Fund,BU740043,28,2,City Manager,2,Contractual services,220,Communications,2201,PBX - instrument charges,28102,Public Information Office,450
2996,100,General Fund,BU740043,29,2,City Manager,2,Contractual services,220,Communications,2203,Long distance service,28102,Public Information Office,30
2997,100,General Fund,BU740043,30,2,City Manager,2,Contractual services,220,Communications,2214,Air cards - mobile,28102,Public Information Office,420
2998,100,General Fund,BU740043,31,2,City Manager,2,Contractual services,220,Communications,2216,Voice mail,28102,Public Information Office,84
2999,100,General Fund,BU740043,32,2,City Manager,2,Contractual services,230,Transportation and training,2301,Meals and lodging allowance,28102,Public Information Office,1500
3000,100,General Fund,BU740043,33,2,City Manager,2,Contractual services,230,Transportation and training,2302,Out of town registration fees,28102,Public Information Office,1000
4001,540,WATER UTILITY FUND,BU740027,93,18,Public Works & Utilities,1,Personnel services,140,Employee benefits,1499,Employee benefits in aggregate,183012,SYSTEM PLANNING,643
4002,540,WATER UTILITY FUND,BU740027,94,18,Public Works & Utilities,2,Contractual services,220,Communications,2200,PBX - line charges,183012,SYSTEM PLANNING,912
4003,540,WATER UTILITY FUND,BU740027,95,18,Public Works & Utilities,2,Contractual services,220,Communications,2201,PBX - instrument charges,183012,SYSTEM PLANNING,1350
4004,540,WATER UTILITY FUND,BU740027,96,18,Public Works & Utilities,2,Contractual services,220,Communications,2203,Long distance service,183012,SYSTEM PLANNING,70
4005,540,WATER UTILITY FUND,BU740027,97,18,Public Works & Utilities,2,Contractual services,220,Communications,2207,Postage - regular,183012,SYSTEM PLANNING,10
4006,540,WATER UTILITY FUND,BU740027,98,18,Public Works & Utilities,2,Contractual services,220,Communications,2214,Air cards - mobile,183012,SYSTEM PLANNING,840
4007,540,WATER UTILITY FUND,BU740027,99,18,Public Works & Utilities,2,Contractual services,220,Communications,2216,Voice mail,183012,SYSTEM PLANNING,420
4008,560,STORMWATER UTILITY FUND,BU740027,100,13,Public Works & Utilities,4,Capital outlay,460,"Operating equipment => $5,000",4611,"Machinery & maintenance equip => $5,000",133116,STORM WATER UTILITY,68000
4009,560,STORMWATER UTILITY FUND,BU740028,1,13,Public Works & Utilities,5,Other expenditures,510,Interfund transfers,5101,Reimbursements-interfund & interdepart,133116,STORM WATER UTILITY,777740
4010,560,STORMWATER UTILITY FUND,BU740028,2,13,Public Works & Utilities,5,Other expenditures,520,Debt service,5200,Principal - G.O.,133116,STORM WATER UTILITY,2953786
4011,560,STORMWATER UTILITY FUND,BU740028,3,13,Public Works & Utilities,5,Other expenditures,520,Debt service,5203,Interest - G.O.,133116,STORM WATER UTILITY,765071
4012,560,STORMWATER UTILITY FUND,BU740028,4,13,Public Works & Utilities,5,Other expenditures,530,Other non-operating expenditures,5300,Contingency,133116,STORM WATER UTILITY,100000
4013,560,STORMWATER UTILITY FUND,BU740028,5,13,Public Works & Utilities,5,Other expenditures,530,Other non-operating expenditures,5333,Miscellaneous and sundry,133116,STORM WATER UTILITY,4650000
4014,560,STORMWATER UTILITY FUND,BU740028,6,13,Public Works & Utilities,2,Contractual services,250,Professional services,2505,Contractors,133117,SWU Hot Spot Projects,600000
4015,265,City/County Joint Operations Fund,BU740028,7,13,Public Works & Utilities,1,Personnel services,110,Regular salaries,1100,Bi-weekly wages,133224,CITY-CTY FLOOD CONTRL,785184
4016,265,City/County Joint Operations Fund,BU740028,8,13,Public Works & Utilities,1,Personnel services,110,Regular salaries,1101,Longevity,133224,CITY-CTY FLOOD CONTRL,18228
4017,265,City/County Joint Operations Fund,BU740028,9,13,Public Works & Utilities,1,Personnel services,110,Regular salaries,1190,Accrual,133224,CITY-CTY FLOOD CONTRL,4145
4018,265,City/County Joint Operations Fund,BU740028,10,13,Public Works & Utilities,1,Personnel services,110,Regular salaries,1199,Other,133224,CITY-CTY FLOOD CONTRL,45443
4019,265,City/County Joint Operations Fund,BU740028,11,13,Public Works & Utilities,1,Personnel services,120,Special salaries,1204,Clothing allowance,133224,CITY-CTY FLOOD CONTRL,2700
4020,265,City/County Joint Operations Fund,BU740028,12,13,Public Works & Utilities,1,Personnel services,120,Special salaries,1208,Cellular phone allowance,133224,CITY-CTY FLOOD CONTRL,1200
4021,265,City/County Joint Operations Fund,BU740028,13,13,Public Works & Utilities,1,Personnel services,140,Employee benefits,1400,FICA,133224,CITY-CTY FLOOD CONTRL,61461
4022,265,City/County Joint Operations Fund,BU740028,14,13,Public Works & Utilities,1,Personnel services,140,Employee benefits,1401,Employee pension,133224,CITY-CTY FLOOD CONTRL,98820
4023,265,City/County Joint Operations Fund,BU740028,15,13,Public Works & Utilities,1,Personnel services,140,Employee benefits,1403,Workers compensation,133224,CITY-CTY FLOOD CONTRL,19121
4024,265,City/County Joint Operations Fund,BU740028,16,13,Public Works & Utilities,1,Personnel services,140,Employee benefits,1404,Unemployment compensation,133224,CITY-CTY FLOOD CONTRL,1607
4025,265,City/County Joint Operations Fund,BU740028,17,13,Public Works & Utilities,1,Personnel services,140,Employee benefits,1405,Group health insurance,133224,CITY-CTY FLOOD CONTRL,242211
4026,265,City/County Joint Operations Fund,BU740028,18,13,Public Works & Utilities,1,Personnel services,140,Employee benefits,1406,Group life insurance,133224,CITY-CTY FLOOD CONTRL,3141
4027,265,City/County Joint Operations Fund,BU740028,19,13,Public Works & Utilities,1,Personnel services,140,Employee benefits,1499,Employee benefits in aggregate,133224,CITY-CTY FLOOD CONTRL,2331
4028,600,Information Technology Fund,BU740028,20,6,Information Tech/Info Services,2,Contractual services,220,Communications,2202,Moves and changes,60008,IT/IS Telecommunications,2750
4029,600,Information Technology Fund,BU740028,21,6,Information Tech/Info Services,2,Contractual services,220,Communications,2203,Long distance service,60008,IT/IS Telecommunications,20000
4030,600,Information Technology Fund,BU740028,22,6,Information Tech/Info Services,2,Contractual services,220,Communications,2204,Local services,60008,IT/IS Telecommunications,75000
4031,600,Information Technology Fund,BU740028,23,6,Information Tech/Info Services,2,Contractual services,220,Communications,2206,Pagers and mobile phones,60008,IT/IS Telecommunications,10000
4032,600,Information Technology Fund,BU740028,24,6,Information Tech/Info Services,2,Contractual services,220,Communications,2207,Postage - regular,60008,IT/IS Telecommunications,15
4033,600,Information Technology Fund,BU740028,25,6,Information Tech/Info Services,2,Contractual services,220,Communications,2211,Express mail,60008,IT/IS Telecommunications,100
4034,600,Information Technology Fund,BU740028,26,6,Information Tech/Info Services,2,Contractual services,220,Communications,2214,Air cards - mobile,60008,IT/IS Telecommunications,189940
4035,600,Information Technology Fund,BU740028,27,6,Information Tech/Info Services,2,Contractual services,220,Communications,2215,Plexar,60008,IT/IS Telecommunications,94000
4036,600,Information Technology Fund,BU740028,28,6,Information Tech/Info Services,2,Contractual services,230,Transportation and training,2399,Other training/transportation,60008,IT/IS Telecommunications,1000
4037,600,Information Technology Fund,BU740028,29,6,Information Tech/Info Services,2,Contractual services,260,Data processing,2601,Maintenance - data equipment,60008,IT/IS Telecommunications,234548
4038,600,Information Technology Fund,BU740028,30,6,Information Tech/Info Services,2,Contractual services,270,Equipment charges,2701,Motor pool-unscheduled charges,60008,IT/IS Telecommunications,500
4039,600,Information Technology Fund,BU740028,31,6,Information Tech/Info Services,2,Contractual services,290,Other contractuals,2917,Printing and copying,60008,IT/IS Telecommunications,200
